book bibliographic info,file,titleref,gcode
697,Brakke,"Brakke, Satlow, Weitzman, <i>Religion and the Self in Antiquity</i> (2005)",O2tJWrBs15sC
696,Rubin,"Rubin <i>Time and the Life Cycle in Talmud and Midrash: Socio-Anthropological Perspectives</i> (2008)",SGIiyAEACAAJ
695,Zetterholm,"Zetterholm, <i>The Formation of Christianity in Antioch: A Social-Scientific Approach to the Separation Between Judaism and Christianity</i> (2003)",mhuDbt61-4cC
694,Schaaf,"Schaaf, <i>Animal Kingdom of Heaven: Anthropozoological Aspects in the Late Antique World</i> (2019)",hwmuDwAAQBAJ
693,Dunderberg,"Dunderberg, <i>Beyond Gnosticism: Myth, Lifestyle, and Society in the School of Valentinus</i> (2008)",0H0EFUIfp6kC
692,Park,"Park, <i>Reciprocity, Truth, and Gender in Pindar and Aeschylus</i> (2023)",bcu6EAAAQBAJ
691,Thomassen,"Thomassen, <i>Before Valentinus: The Gnostics of Irenaeus</i> (2023)",3Xi5zwEACAAJ
690,Jeong,"Jeong, <i>Pauline Baptism among the Mysteries: Ritual Messages and the Promise of Initiation</i> (2023)",JjfBEAAAQBAJ
689,Arampapaslis,"Arampapaslis, Augoustakis, Froedge, Schroer, <i>Dynamics Of Marginality: Liminal Characters and Marginal Groups in Neronian and Flavian Literature</i> (2023)",_8y5EAAAQBAJ
688,Miltsios,"Miltsios, <i>Leadership and Leaders in Polybius</i> (2023)",OIS9EAAAQBAJ
687,Roumpou,"Roumpou, <i>Ritual and the Poetics of Closure in Flavian Literature</i> (2023)",f5bLEAAAQBAJ
686,Clarke,"Clarke, King, Baltussen, <i>Pain Narratives in Greco-Roman Writings: Studies in the Representation of Physical and Mental Suffering</i> (2023)",VQ27zwEACAAJ
685,Heo,"Heo, <i>Images of Torah: From the Second-Temple Period to the Middle Ages</i> (2023)",CfmTzwEACAAJ
684,Welch,"Welch, <i>Tarpeia: Workings of a Roman Myth</i> (2015)",X3uJAQAACAAJ
683,Bartninkas,"Bartninkas, <i>Traditional and Cosmic Gods in Later Plato and the Early Academy</i> (2023)",somzEAAAQBAJ
682,Swartz2018,"Swartz, <i>The Mechanics of Providence: The Workings of Ancient Jewish Magic and Mysticism</i> (2018)",KmuKDwAAQBAJ
681,Cairns,"Cairns, <i>Virgil's Augustan Epic</i> (1989)",TncZF2VMNVoC
680,McGinn,"McGinn, <i>The Economy of Prostitution in the Roman world: A study of Social History & The Brothel</i> (2004)",dEk_DwAAQBAJ
679,Scott 2023,"Scott, <i>An Age of Iron and Rust: Cassius Dio and the History of His Time</i> (2023)",70aCzwEACAAJ
678,Fielding,"Fielding, <i>Transformations of Ovid in Late Antiquity</i> (2017)",KRs3DwAAQBAJ
677,Gorman,"Gorman, Gorman, <i>Corrupting Luxury in Ancient Greek Literature</i> (2014)",Dq0aBQAAQBAJ
676,Fraade2023,"Fraade, <i>Multilingualism and Translation in Ancient Judaism: Before and After Babel</i> (2023)",rcTIEAAAQBAJ
675,McClay,"McClay, <i>The Bacchic Gold Tablets and Poetic Tradition: Memory and Performance</i> (2023)",N4y4EAAAQBAJ
674,Woolf,"Woolf, <i>Tales of the Barbarians: Ethnography and Empire in the Roman West</i> (2011)",z_nqWKD4zCcC
673,Niccolai,"Niccolai, <i>Christianity, Philosophy, and Roman Power: Constantine, Julian, and the Bishops on Exegesis and Empire</i> (2023)",-ra9EAAAQBAJ
672,Katzoff 2019,"Katzoff, <i>On Jews in the Roman World: Collected Studies</i> (2019)",utSyDwAAQBAJ
671,Vanhoye,"Vanhoye, Moore, Ounsworth, <i>A Perfect Priest: Studies in the Letter to the Hebrews</i> (2018)",AtV5DwAAQBAJ
670,Spielman,"Spielman, <i>Jews and Entertainment in the Ancient World</i> (2020) ",2iD9DwAAQBAJ
669,Moxon,"Moxon, <i>Peter's Halakhic Nightmare: The 'Animal' Vision of Acts 10:9–16 in Jewish and Graeco-Roman Perspective</i> (2017)",dCqZopW58oUC
668,Pevarello 2013,"Pevarello, <i>The Sentences of Sextus and the Origins of Christian Ascetiscism</i> (2013)",2Fgfxmz2EToC
667,Rogers,"Rogers, <i>God and the Idols: Representations of God in 1 Corinthians 8-10</i> (2016)",zk84I5tWNyMC
666,Lester,"Lester, <i>Prophetic Rivalry, Gender, and Economics: A Study in Revelation and Sibylline Oracles 4-5</i> (2018)",1fxkDwAAQBAJ
665,Vogt,"Vogt, <i>Pyrrhonian Skepticism in Diogenes Laertius</i> (2015)",4_9-SKZWBmAC
664,Neusnernarrative,"Neusner, <i>Rabbinic Narrative: The Precedent and the Parable in Diachronic View</i> (2003)",rx23QgAACAAJ
730,Skempis,"Skempis and Ziogas, <i>Geography, Topography, Landscape: Configurations of Space in Greek and Roman Epic</i> (2014)",uSLoBQAAQBAJ
729,Dupertuis,"Johnson Dupertuis and Shea, <i>Reading and Teaching Ancient Fiction: Jewish, Christian, and Greco-Roman Narratives</i> (2018)",-lRQDwAAQBAJ
728,Immendorfer,"Immendörfer, <i>Ephesians and Artemis: The Cult of the Great Goddess of Ephesus As the Epistle's Context</i> (2017)",0cxjssVerbkC
727,Weissenrieder,"Weissenrieder, <i>Borders: Terminologies, Ideologies, and Performances</i> (2016)",oLmrAQAACAAJ
726,Piovanelli,"Piovanelli, Burke, Pettipiece, <i>Rediscovering the Apocryphal Continent: New Perspectives on Early Christian and Late Antique Apocryphal Textsand Traditions. De Gruyter: 2015</i> (2015)",QoTEsgEACAAJ
725,Wright,"Wright, <i>The Letter of Aristeas: 'Aristeas to Philocrates' or 'On the Translation of the Law of the Jews'</i> (2015)",K6anCgAAQBAJ
724,Gazzarri,"Gazzarri and Weiner, <i>Searching for the Cinaedus in Ancient Rome</i> (2023)",ta2qzwEACAAJ
723,Nutzman,"Nutzman, <i>Contested Cures: Identity and Ritual Healing in Roman and Late Antique Palestine</i> (2022)",yev3zgEACAAJ
722,Sandnes,"Sandnes and Hvalvik, <i>Early Christian Prayer and Identity Formation</i> (2014)",acCwoQEACAAJ
721,Nijs,"Nijs, <i>The Epicurean Sage in the Ethics of Philodemus</i> (2023)",5pAF0AEACAAJ
720,Castelli,"Castelli and Sluiter, <i>Agents of Change in the Greco-Roman and Early Modern Periods: Ten Case Studies in Agency in Innovation</i> (2023)",5knwzwEACAAJ
719,Rothschild,"Rothschold, Blanton and Calhoun, <i>The History of Religions School Today: Essays on the New Testament and Related Ancient Mediterranean Texts</i> (2014)",OouYoAEACAAJ
718,Westwood2023,"Westwood, <i>Moses among the Greek Lawgivers: Reading Josephus’ Antiquities through Plutarch’s Lives</i> (2023)",H13tzwEACAAJ
717,Bergmann,"Bergmann et al., <i>The Power of Psalms in Post-Biblical Judaism: Liturgy, Ritual and Community</i> (2023)",F3zXzwEACAAJ
716,Ogereau,"Ogereau, <i>Early Christianity in Macedonia: From Paul to the Late Sixth Century</i> (2023)",kRjazwEACAAJ
715,Ayres2023,"Ayres Champion and Crawford, <i>The Intellectual World of Late Antique Christianity: Reshaping Classical Traditions</i> (2023)",yPjbEAAAQBAJ
714,Williams,"Williams, <i>Criminalization in Acts of the Apostles Race, Rhetoric, and the Prosecution of an Early Christian Movement</i> (2023)",2PjbEAAAQBAJ
713,Bowie2023,"Bowie, <i>Essays on Ancient Greek Literature and Culture, Volume 2: Comedy, Herodotus, Hellenistic and Imperial Greek Poetry, the Novels</i> (2023)",y6XKEAAAQBAJ
712,Keith_Myers,"Keith and Myers, <i>Vergil and Elegy</i> (2023)",mwC9EAAAQBAJ
711,BenEliyahu,"Ben-Eliyahu, <i>Identity and Territory: Jewish Perceptions of Space in Antiquity</i> (2019)",X_CFDwAAQBAJ
710,NicklasCredible,"Nicklas and Spittler, <i>Credible, Incredible: The Miraculous in the Ancient Mediterranean. </i> (2013)",q9-LngEACAAJ
709,WoolfSelf,"Rüpke and Woolf, <i>Religious Dimensions of the Self in the Second Century CE</i> (2013)",FrfSMgEACAAJ
708,Gribetz,"Kattan Gribetz et al., <i>Genesis Rabbah in Text and Context</i> (2016)",EFsryQEACAAJ
751,Bodel_Kajava,"Bodel and Kajava, <i>Dediche sacre nel mondo greco-romano: diffusione, funzioni, tipologie = Religious dedications in the Greco-Roman world: distribution, typology, use: Institutum Romanum Finlandiae, American Academy in Rome, 19-20 aprile, 2006</i> (2009)",4xdSAQAAIAAJ
750,Pasco-Pranger,"Pasco-Pranger, <i>Founding the Year: Ovid's Fasti and the Poetics of the Roman Calendar</i> (2006)",gyo_DwAAQBAJ
749,Ker,"Ker, <i>Quotidian Time and Forms of Life in Ancient Rome</i> (2023)",DASwEAAAQBAJ
748,Ross_Runge,"Ross and Runge, <i>Postclassical Greek Prepositions and Conceptual Metaphor: Cognitive Semantic Analysis and Biblical Interpretation</i> (2022)",H0R6EAAAQBAJ
747,Petraki,"Petraki, <i>Sculpture, weaving, and the body in Plato. Berlin: De Gruyter, 2023</i> (2023)",iVbKEAAAQBAJ
746,Rupke_individual,"Rüpke, <i>The individual in the religions of the ancient Mediterranean</i> (2014)",XeKdAAAAQBAJ
745,Geljon 2014,"Geljon and Vos, <i>Violence in Ancient Christianity: Victims and Perpetrators</i> (2014)",OU_3AwAAQBAJ
744,Bannert,"Bannert and Roukema, <i>Nonnus of Panopolis in Context II: Poetry, Religion, and Society</i> (2014)",0DE9DwAAQBAJ
743,Yates2023,"Yates and Dupont, <i>The Bible in Christian North Africa: Part II: Consolidation of the Canon to the Arab Conquest (ca. 393 to 650 CE).</i> (2023)",k0_aEAAAQBAJ
742,Fuhrer,"Fuhrer and Soldo, <i>Fallibility and Fallibilism in Ancient Philosophy and Literature</i> (2024)",4m_eEAAAQBAJ
741,Serafim2023,"Serafim and Papioannou, <i>Nonverbal Behaviour in Ancient Literature: Athenian Dialogues III</i> (2023)",zGroEAAAQBAJ
740,Honigman2014,"Honigman, <i>Tales of High Priests and Taxes: The Books of the Maccabees and the Judean Rebellion Against Antiochos IV</i> (2014)",NwUaEAAAQBAJ
739,Bar,"Bär et al, <i>Quintus of Smyrna’s 'Posthomerica': Writing Homer Under Rome</i> (2022)",hbGMzgEACAAJ
738,Balbo,"Balbo and Santangelo, <i>A Community in Transition: Rome between Hannibal and the Gracchi</i> (2022)",6CyWEAAAQBAJ
737,Archibald,"Archibald et al, <i>The Economies of Hellenistic Societies, Third to First Centuries BC</i> (2011)",w9YUDAAAQBAJ
736,Allen,"Allen and Doedens, <i>Turmoil, Trauma and Tenacity in Early Jewish Literature</i> (2022)",EQh2EAAAQBAJ
735,Star,"Star, <i>Apocalypse and Golden Age: The End of the World in Greek and Roman Thought</i> (2021)",xr9SEAAAQBAJ
734,Keith,"Keith and Edmondson, <i>Roman Literary Cultures: Domestic Politics, Revolutionary Poetics, Civic Spectacle</i> (2016)",C-9eDAAAQBAJ
733,Cover,"Cover, <i>Philo of Alexandria: On the Change of Names</i> (2023)",P24W0AEACAAJ
732,Leemans,"Leemans et al, <i>Longing for Perfection in Late Antiquity: Studies on Journeys between Ideal and Reality in Pagan and Christian Literature</i> (2023)",2_rtzwEACAAJ
731,Buszard,"Buszard, <i>Greek Translations of Roman Gods</i> (2023)",NBu3EAAAQBAJ
761,Beckwith,"Beckwith, <i>Calendar, Chronology and Worship: Studies in Ancient Judaism and Early Christianity</i> (2005)",PVCUZ7BTD2gC
760,Luther Hartog,"Luther Hartog and Wilde, <i>Jewish, Christian, and Muslim Travel Experiences: 3rd century BCE – 8th century CE</i> (2024)",a9HYEAAAQBAJ
759,Scales,"Scales, <i>Galilean Spaces of Identity: Judaism and Spatiality in Hasmonean and Herodian Galilee</i> (2024)",0zJW0AEACAAJ
758,Acosta-Hughes,"Acosta-Hughes Lehnus and Stephens, <i>Brill's Companion to Callimachus</i> (2011)",FKa9CwAAQBAJ
757,Markantonatos2012,"Markantonatos, <i>Brill's Companion to Sophocles</i> (2012)",EwwtAgAAQBAJ
756,Markantonatos,"Markantonatos, <i>Brill's Companion to Euripides</i> (2015)",8_P_DwAAQBAJ
755,Harrison2015,"Harrison, <i>Brill's Companion to Roman Tragedy</i> (2015)",x8VWCgAAQBAJ
754,Gunther2012,"Günther, <i>Brill's Companion to Horace</i> (2012)",TQwzAQAAQBAJ
753,Heerink,"Heerking and Manuwald, <i>Brill’s Companion to Valerius Flaccus</i> (2014)",3AnkBQAAQBAJ
752,Kyriakou,"Kyriakou Sistakou and Rengakos, <i>Brill's Companion to Theocritus</i> (2014)",rHI-EAAAQBAJ
762,Ammann,"Ammann et al., <i>Collective Violence and Memory in the Ancient Mediterranean</i> (2023)",ONsL0AEACAAJ
776,Roller,"Roller, <i>A Guide to the Geography of Pliny the Elder</i> (2022)",bHZ6EAAAQBAJ
775,Borowitz,"Borowitz, <i>The Talmud's Theological Language-Game: A Philosophical Discourse Analysis</i> (2006)",HzPumROhRIUC
774,Lehoux,"Lehoux et al., <i>Lucretius: Poetry, Philosophy, Science</i> (2013)",D1loAgAAQBAJ
773,Hay,"Hay, <i>Saeculum: Defining Historical Eras in Ancient Roman Thought</i> (2023)",5GC-EAAAQBAJ
772,Gerolemou,"Gerolemou and Kazantzidis, <i>Body and Machine in Classical Antiquity</i> (2023)",KvnAEAAAQBAJ
771,Garani Constan,"Konstan and Garani, <i>The Philosophizing Muse: The Influence of Greek Philosophy on Roman Poetry</i> (2014)",DuKmBgAAQBAJ
770,Petersen,"Petersen and van Kooten, <i>Religio-Philosophical Discourses in the Mediterranean World: From Plato, through Jesus, to Late Antiquity</i> (2017)",zYdZDgAAQBAJ
769,Heemstra,"Heemstra, <i>The Fiscus Judaicus and the Parting of the Ways</i> (2010)",XH2IkLNuIsQC
768,Jensen,"Jensen, <i>Herod Antipas in Galilee: The Literary and Archaeological Sources on the Reign of Herod Antipas and Its Socio-Economic Impact on Galilee</i> (2010)",I7fAyl2aG-gC
767,Falcetta,"Falcetta, <i>Early Christian Teachers: The 'Didaskaloi' From Their Origins to the Middle of the Second Century</i> (2020)",IuXcDwAAQBAJ
766,Lee,"Lee, <i>Moral Transformation in Greco-Roman Philosophy of Mind: Mapping the Moral Milieu of the Apostle Paul and His Diaspora Jewish Contemporaries</i> (2020)",aOXcDwAAQBAJ
765,Hinterberger,"Cairns et al, <i>Emotions through Time: From Antiquity to Byzantium</i>",7WryzgEACAAJ
764,Pachoumi2022,"Pachoumi, <i>Conceptualising Divine Unions in the Greek and Near Eastern Worlds</i> (2022)",kxNYEAAAQBAJ
763,Nihan,"Nihan and Frevel, <i>Purity and the Forming of Religious Traditions in the Ancient Mediterranean World and Ancient Judaism</i> (2013)",WlsCiy2nAOkC
792,Rengakos,"Rengakos and Tsakmakis, <i>Brill's Companion to Thucydides</i> (2006)",LOx5DwAAQBAJ
791,Foster,"Foster, <i> The Seer and the City: Religion, Politics, and Colonial Ideology in Ancient Greece</i> (2017)",1HT5EAAAQBAJ
790,Leibner,"Leibner and Hezser, <i>Jewish Art in Its Late Antique Context</i> (2016)",XQdrjwEACAAJ
789,Brighton,"Brighton, <i>Sicarii in Josephus's Judean War: Rhetorical Analysis and Historical Observations</i> (2009)",G_H8_k6Su-oC
788,Dinter,"Dinter and Guérin, <i>Cultural Memory in Republican and Augustan Rome</i> (2023)",m4y4EAAAQBAJ
787,Tarrant,"Tarrant et al, <i>Brill's Companion to the Reception of Plato in Antiquity</i> (2018)",loRXDwAAQBAJ
786,Tropper,"Tropper, <i>Simeon the Righteous in Rabbinic Literature: A Legend Reinvented</i> (2013)",DWpp1gVfqWMC
785,Maccoby,"Maccoby, <i>Philosophy of the Talmud</i> (2002)",398rBgAAQBAJ
784,Marquis,"Marquis, <i>Epistolary Fiction in Ancient Greek Literature</i> (2023)",xba1EAAAQBAJ
783,Soldo,"Soldo and Jackson, <i>›Res vera, res ficta‹: Fictionality in Ancient Epistolography</i> (2023)",MLjQEAAAQBAJ
782,Xanthaki,"Xanthaki-Karamanou, <i>'Dionysiac' Dialogues: Euripides' 'Bacchae', Aeschylus and 'Christus Patiens'</i> (2022)",R2lhEAAAQBAJ
781,Burgersdijk,"Burgersdijk and Ross, <i>Imagining Emperors in the Later Roman Empire</i> (2018)",S-t5DwAAQBAJ
780,Capra,"Capra and Floridi, <i>Intervisuality: New Approaches to Greek Literature</i> (2023)",ADCqEAAAQBAJ
779,CarletonPaget,"Carleton Paget and Schaper, <i>The New Cambridge History of the Bible</i> (2013)",MYybBQAAQBAJ
778,Greenbaum,"Gieseler Greenbaum, <i>The Daimon in Hellenistic Astrology: Origins and Influence</i> (2015)",BnLsCgAAQBAJ
777,Shear,"Shear, <i>Serving Athena: The Festival of the Panathenaia and the Construction of Athenian Identities</i> (2021)",DzkQEAAAQBAJ
834,Pezzini,"Pezzini and Taylor,"<i>Language and Nature in the Classical Roman World </i>(2019)",li-ZDwAAQBAJ
833,Segal1,"<i>Segal, The Babylonian Esther Midrash: To the end of Esther chapter 1</i> (1994)",CdHYAAAAMAAJ
832,Rippin,"Rippin, <i>The Blackwell Companion to the Qur'an </i>(2006)",xUu04ozMXOcC
830,Neuwirth Sinai,"Neuwirth, Sinai and Marx,"<i>The Qurʾān in Context: Historical and Literary Investigations into the Qurʾānic Milieu </i>(2010)",GcgCErhKGrAC
829,RobinsFoundation,"Robbins, von Thaden and Bruehler,"<i>Foundations for Sociorhetorical Exploration : A Rhetoric of Religious Antiquity Reader </i>(2006)",bm3tDAAAQBAJ
828,Walker Aristotle,"Walker, <i>Aristotle on the Uses of Contemplation </i>(2018)",8cFWDwAAQBAJ
827,Soyars,"Soyars, <i>The Shepherd of Hermas and the Pauline Legacy </i>(2019)",oMuiDwAAQBAJ
826,Lundhaug,"Lundhaug and Jenott, <i>The Monastic Origins of the Nag Hammadi Codices</i> (2015)",rVmYtMwF4OkC
825,Fatoohi,"Fatoohi, <i>Abrogation in the Qur'an and Islamic Law </i>(2012)",pM6RZidQDbkC
824,Montanari,"Montanari and Rengakos, <i>In the Company of Many Good Poets. Collected Papers of Franco Montanari: Vol. I: Ancient Scholarship </i>(2023)",dM7fEAAAQBAJ
823,Montserrat,"Montserrat, <i>Changing Bodies, Changing Meanings: Studies on the Human Body in Antiquity </i>(1998)",7oKGAgAAQBAJ
822,Mihalyko,"Mihálykó, <i>The Christian Liturgical Papyri: An Introduction </i>(2019)",IlSeDwAAQBAJ
821,Naiden supplication,"Naiden,"<i>Ancient Suppliation </i>(2006)",qwgOfWRYydwC
820,Kehoe,"Kehoe, <i>Law and the rural economy in the Roman Empire</i> (2007)",V5qFfTSYJCEC
819,Larsen Monastic,"Larsen and Rubenson, <i>Monastic Education in Late Antiquity: The Transformation of Classical 'Paideia' </i>(2018)",BjNlDwAAQBAJ
818,Fantham,"<i>Fantham, Latin Poets and Italian Gods </i>(2009)",PYR2PgAACAAJ
817,Delcomminette,"Delcomminette, d’Hoine, and Gavray, <i>Ancient Readings of Plato’s Phaedo </i>(2015)",gZ-XCgAAQBAJ
816,Fleury,"Fleury and Schmidt, <i>Perceptions of the Second Sophistic and Its Times - Regards sur la Seconde Sophistique et son époque</i>(2010)",OtXjsSZ7cLQC
815,Major,"Major, <i>The Court of Comedy: Aristophanes, Rhetoric, and Democracy in Fifth-Century Athens</i>(2013)",NjKFmAEACAAJ
814,Klutz,"Klutz, <i>The Exorcism Stories in Luke-Acts: A Sociostylistic Reading </i>(2004)",Zte5avOhWj0C
813,Kunin,"Kunin, <i>We Think What We Eat : Structuralist Analysis of Israelite Food Rules and Other Mythological and Cultural Domains</i>(2004)",LcByMnnGxNgC
812,Papaioannou2020,"Papaioannou Serafim and Demetriou, <i>The Ancient Art of Persuasion across Genres and Topics </i>(2019)",zcy8DwAAQBAJ
811,Smith socrates,"Smith, <i>Socrates on Self-Improvement: Knowledge, Virtue, and Happiness </i>(2021)",Lm8yEAAAQBAJ
810,Rupke2012,"Rüpke, <i>Religion in Republican Rome: Rationalization and Ritual Change</i> (2012)",T2cKc9qG1WYC
809,Butts,"Butts and Gross, <i>Jews and Syriac Christians: Intersections across the First Millennium. </i>(2010)",MaxSzQEACAAJ
808,Breed Lucilius,"Breed, Keitel and Wallace, <i>Lucilius and Satire in Second-Century BC Rome </i>(2018)",HYJIDwAAQBAJ
807,Blondell,"Blondell and Ormand, <i>Ancient Sex: New Essays</i> (2015)",o3sNkAEACAAJ
806,VanderkamCalendars,"VanderKam, <i>Calendars in the Dead Sea Scrolls: Measuring Time</i> (1998)",LC-EAgAAQBAJ
805,Vliet,"van der Vliet and Dijkstra, <i>The Coptic Life of Aaron: Critical Edition, Translation and Commentary </i>(2020)",x8y8DwAAQBAJ
804,Westwood,"Westwood, <i>The Rhetoric of the Past in Demosthenes and Aeschines: Oratory, History, and Politics in Classical Athens </i>(2020)",45fgDwAAQBAJ
803,Weinstein Plato,"Weinstein, <i>Plato's Three-fold City and Soul </i>(2018)",2ulwDwAAQBAJ
802,Sharrock,"Sharrock and Keith, <i>Maternal Conceptions in Classical Literature and Philosophy </i>(2020)",SVfMDwAAQBAJ
801,Liddel2007,"Liddel, <i>Civic Obligation and Individual Liberty in Ancient Athens </i>(2007)",CJ4SDAAAQBAJ
800,Fialova,"Fialová Hoblík and Kitzler, <i>Hellenism, Early Judaism, and Early Christianity: Transmission and Transformation of Ideas </i>(2022)",YGOVEAAAQBAJ
799,Roukema,"Roukema, <i>Jesus, Gnosis and Dogma </i>(2010)",AfcRBwAAQBAJ
798,Ercolani,"Ercolani and Giordano,<i>Literature in Ancient Greek Culture: The Comparative Perspective </i>(2016)",M5_UCwAAQBAJ
797,Volonaki, <i>Poet and Orator: A Symbiotic Relationship in Democratic Athens </i>(2019)",iFWSDwAAQBAJ
796,Bernstein, <i>In the Image of the Ancestors: Narratives of Kinship in Flavian Epic</i> (2008)",FyWe6P9mDY0C
795,Hardie2019,"Hardie, <i>Classicism and Christianity in Late Antique Latin Poetry </i>(2019)",_GOfDwAAQBAJ
794,Hardie,"Hardie, <i>Selected Papers on Ancient Literature and its Reception </i>(2023)",6LfQEAAAQBAJ
793,Doroszewski2024,"Jażdżewska and Doroszewski,<i>Plutarch and his Contemporaries: Sharing the Roman Empire </i>(2024)",MtP7EAAAQBAJ